Time,Gx,Gy,Gz,Ax,Ay,Az
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,1.184814,-1.079147,6.968445
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,1.044846,-1.328003,6.940933
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,1.499481,-1.227509,7.670731
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.417175,-1.916626,6.646606
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-1.146988,-0.573059,6.662170
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.875412,-0.062195,7.881302
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.159958,-0.089706,9.930756
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.763687,-0.246445,11.322189
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.366928,-1.369873,13.159882
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.340622,-1.105469,14.918594
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.528458,-0.589813,14.429260
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.085785,-0.061005,12.280502
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.192261,0.647293,9.519196
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-1.665039,1.235916,8.569244
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-2.605423,1.381882,9.360077
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-1.722473,1.119873,9.813507
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.853882,0.339813,9.803940
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.006348,0.118469,9.752502
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.634460,-0.096893,10.252594
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.736176,-0.229691,11.397568
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.147537,0.099335,10.752686
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.482986,0.266830,10.418900
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.613388,0.092148,10.265762
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.390854,0.323059,9.579010
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.179092,0.593445,8.538132
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.414795,0.587463,8.222290
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.771317,0.373306,9.253586
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.798843,0.169922,10.788589
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.828751,0.047882,10.269348
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.627747,-0.124405,8.800140
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.328644,-0.104065,8.390976
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-1.157761,0.040710,9.246414
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-2.089767,1.082779,10.579224
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-2.826752,1.675003,8.918594
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-1.709305,1.856857,8.504639
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.901733,1.183273,8.895859
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.688766,0.979889,9.295456
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.012787,0.715485,9.673538
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.074554,0.725052,9.588577
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.273621,0.915283,10.063553
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.272415,0.869812,10.371048
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.547592,0.948776,8.831253
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.259262,0.521667,10.156876
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.331039,0.647293,10.493073
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.266434,0.649673,9.946320
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.082932,0.494141,9.187790
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,0.062576,0.373306,9.071732
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.372910,0.486969,9.504837
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.675613,0.537216,9.948700
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.646896,0.565933,10.039642
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.365738,0.439102,10.071945
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.200638,0.402023,9.738144
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.493759,0.361343,9.284698
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.739014,0.335022,8.928162
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-0.945999,0.392456,8.674530
2019-01-28 22:41:01:411,-0.141571,-0.094025,-0.122726,-1.114700,0.460648,8.723587
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-1.012985,0.488159,8.830063
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.874207,0.515671,8.947311
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.740219,0.625748,9.007126
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.687576,0.464233,9.470139
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.942413,0.390060,10.143723
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-1.174515,0.254868,11.042221
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.980698,0.059845,12.177612
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.650482,0.065826,12.672928
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.600235,0.262039,11.995773
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.433929,0.376892,10.806534
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.286774,0.495331,9.811127
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.284378,0.562347,9.258377
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.392059,0.649689,8.680511
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.358566,0.573105,8.398163
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.407608,0.416382,8.612320
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.448288,0.291962,9.028671
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.451874,0.172318,9.516800
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.390854,0.083771,9.940338
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.372910,0.099335,10.036041
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.473419,0.124451,9.984604
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.599045,0.197433,9.833847
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.678009,0.268021,9.610123
