Time,Gx,Gy,Gz,Ax,Ay,Az
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.183426,0.662842,9.973831
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.185806,0.848282,9.052582
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.100876,0.841095,8.806122
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.057800,1.013382,9.504837
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.042709,0.774094,10.484695
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.136765,0.685562,10.715607
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.051819,0.744202,10.372238
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.037460,0.815979,9.904434
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.198975,0.884171,9.693863
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.259995,0.966721,9.539536
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.184616,0.970322,9.388794
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.084122,0.933228,9.445023
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.157104,0.890152,9.605331
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.206161,0.826752,9.696259
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.161896,0.780075,9.690277
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.213333,0.841095,9.697464
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.011597,0.972702,9.687897
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.244904,1.032532,9.506042
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.087708,0.993057,9.107635
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.354507,0.815979,8.698456
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.730179,0.625748,9.163849
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.058990,0.163940,9.686691
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.538757,0.892548,9.915207
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.982620,0.928436,10.134155
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.541153,1.010986,10.522980
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.618179,0.626953,10.776627
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.566742,0.134033,10.025269
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.374847,-0.007156,10.182007
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.147537,0.540802,9.474930
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.219772,0.046677,9.459381
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.863449,-1.470367,9.770447
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.673950,1.707306,9.415100
